timestamp,latestFullness,fullnessThreshold,ageThreshold,serialNumber,reason,description,position,longitude,latitude
2021-02-10,8,8,0,1511221,FULLNESS,Park Hotel R Werribee,center,144.6614036347,-37.9011767991
2021-02-11,2,8,0,1511190,NOT_READY,Aldi G Point Cook,center,144.7356233333,-37.8825216667
2021-02-11,0,8,0,1511191,NOT_READY,Cash Converters G Werribee,center,144.6614092517,-37.9007616667
2021-02-11,0,8,0,1511192,NOT_READY,General Practice R Werribee,center,144.66128,-37.900181
2021-02-11,0,8,0,1511193,NOT_READY,Wedge St Piazza G Werribee,center,144.6575503108,-37.9030024868
2021-02-11,10,8,0,1511194,FULLNESS,Ally Fashion G Point Cook,center,144.7354966667,-37.88338
2021-02-11,0,8,0,1511195,NOT_READY,Nandos G Point Cook,center,144.7351407368,-37.8832200529
2021-02-11,10,8,0,1511196,FULLNESS,Woolworths G Point Cook,center,144.7351416667,-37.8841133333
2021-02-11,0,8,0,1511197,NOT_READY,Ballan House G Werribee,center,144.6619166667,-37.9011583333
2021-02-11,10,8,0,1511198,ALERT,79 Watton St G Werribee,center,144.6611494901,-37.9013174858
2021-02-11,0,8,0,1511199,ALERT,Coles G Point Cook,center,144.7352828938,-37.8827389697
2021-02-11,0,8,0,1511200,NOT_READY,Watton Plaza G Werribee,center,144.6607366667,-37.9016183333
2021-02-11,2,8,0,1511201,NOT_READY,Commercial Hotel G Werribee,center,144.6603083333,-37.9020383333
2021-02-11,6,8,0,1511203,NOT_READY,Proven Training G Werribee,center,144.661445,-37.9000316667
2021-02-11,10,8,0,1511204,FULLNESS,Hockingstuart G Werribee,center,144.6619166667,-37.9006433333
2021-02-11,0,8,0,1511205,NOT_READY,Park Hotel G Werribee,center,144.6613755151,-37.9011926717
2021-02-11,6,8,0,1511206,NOT_READY,Watton Plaza R Werribee,center,144.6607583333,-37.901555
2021-02-11,0,8,0,1511207,NOT_READY,Commercial Hotel R Werribee,center,144.6602866667,-37.9020266667
2021-02-11,0,8,0,1511208,NOT_READY,Coles R Point Cook,center,144.735345,-37.8827266667
2021-02-11,6,8,0,1511209,NOT_READY,Bendigo Bank R Werribee,center,144.6602679348,-37.9018541015
2021-02-11,0,8,0,1511210,NOT_READY,Wedge St Piazza R Werribee,center,144.6575183333,-37.903025
2021-02-11,8,8,0,1511211,FULLNESS,Cash Converters R Werribee,center,144.6614327211,-37.9007198946
2021-02-11,8,8,0,1511212,FULLNESS,General Practice R Werribee,center,144.66128,-37.900181
2021-02-11,8,8,0,1511213,FULLNESS,79 Watton St R Werribee,center,144.6611613075,-37.9013126406
2021-02-11,6,8,0,1511214,NOT_READY,Ally Fashion R Point Cook,center,144.7354533333,-37.883445
2021-02-11,10,8,0,1511215,FULLNESS,Woolworths R Point Cook,center,144.7351335129,-37.884073105
2021-02-11,0,8,0,1511216,NOT_READY,Hockingstuart R Werribee,center,144.661874373,-37.9005884942
2021-02-11,0,8,0,1511217,NOT_READY,Ballan House R Werribee,center,144.6619360691,-37.901148703
2021-02-11,8,8,0,1511218,FULLNESS,Aldi R Point Cook,center,144.7356466667,-37.882425
2021-02-11,8,8,0,1511219,FULLNESS,Proven Training R Werribee,center,144.6614718221,-37.9000687209
2021-02-11,0,8,0,1511220,NOT_READY,Nandos R Point Cook,center,144.7352166667,-37.88323
2021-02-11,8,8,0,1511221,FULLNESS,Park Hotel R Werribee,center,144.6614036347,-37.9011767991
2021-02-12,4,8,0,1511190,NOT_READY,Aldi G Point Cook,center,144.7356233333,-37.8825216667
2021-02-12,2,8,0,1511191,NOT_READY,Cash Converters G Werribee,center,144.6614092517,-37.9007616667
2021-02-12,0,8,0,1511192,NOT_READY,General Practice R Werribee,center,144.66128,-37.900181
2021-02-12,0,8,0,1511193,NOT_READY,Wedge St Piazza G Werribee,center,144.6575503108,-37.9030024868
2021-02-12,0,8,0,1511194,NOT_READY,Ally Fashion G Point Cook,center,144.7354966667,-37.88338
2021-02-12,0,8,0,1511195,NOT_READY,Nandos G Point Cook,center,144.7351407368,-37.8832200529
2021-02-12,0,8,0,1511196,NOT_READY,Woolworths G Point Cook,center,144.7351416667,-37.8841133333
2021-02-12,0,8,0,1511197,NOT_READY,Ballan House G Werribee,center,144.6619166667,-37.9011583333
2021-02-12,10,8,0,1511198,ALERT,79 Watton St G Werribee,center,144.6611494901,-37.9013174858
2021-02-12,0,8,0,1511199,ALERT,Coles G Point Cook,center,144.7352828938,-37.8827389697
2021-02-12,6,8,0,1511200,NOT_READY,Watton Plaza G Werribee,center,144.6607366667,-37.9016183333
2021-02-12,2,8,0,1511201,NOT_READY,Commercial Hotel G Werribee,center,144.6603083333,-37.9020383333
2021-02-12,0,8,0,1511203,NOT_READY,Proven Training G Werribee,center,144.661445,-37.9000316667
2021-02-12,0,8,0,1511204,NOT_READY,Hockingstuart G Werribee,center,144.6619166667,-37.9006433333
2021-02-12,0,8,0,1511205,NOT_READY,Park Hotel G Werribee,center,144.6613755151,-37.9011926717
2021-02-12,0,8,0,1511206,NOT_READY,Watton Plaza R Werribee,center,144.6607583333,-37.901555
2021-02-12,0,8,0,1511207,NOT_READY,Commercial Hotel R Werribee,center,144.6602866667,-37.9020266667
2021-02-12,4,8,0,1511208,NOT_READY,Coles R Point Cook,center,144.735345,-37.8827266667
2021-02-12,0,8,0,1511209,NOT_READY,Bendigo Bank R Werribee,center,144.6602679348,-37.9018541015
2021-02-12,0,8,0,1511210,NOT_READY,Wedge St Piazza R Werribee,center,144.6575183333,-37.903025
2021-02-12,0,8,0,1511211,NOT_READY,Cash Converters R Werribee,center,144.6614327211,-37.9007198946
2021-02-12,0,8,0,1511212,NOT_READY,General Practice R Werribee,center,144.66128,-37.900181
2021-02-12,0,8,0,1511213,NOT_READY,79 Watton St R Werribee,center,144.6611613075,-37.9013126406
2021-02-12,0,8,0,1511214,NOT_READY,Ally Fashion R Point Cook,center,144.7354533333,-37.883445
2021-02-12,10,8,0,1511215,ALERT,Woolworths R Point Cook,center,144.7351335129,-37.884073105
2021-02-12,0,8,0,1511216,NOT_READY,Hockingstuart R Werribee,center,144.661874373,-37.9005884942
2021-02-12,0,8,0,1511217,NOT_READY,Ballan House R Werribee,center,144.6619360691,-37.901148703
2021-02-12,0,8,0,1511218,NOT_READY,Aldi R Point Cook,center,144.7356466667,-37.882425
2021-02-12,0,8,0,1511219,NOT_READY,Proven Training R Werribee,center,144.6614718221,-37.9000687209
2021-02-12,0,8,0,1511220,NOT_READY,Nandos R Point Cook,center,144.7352166667,-37.88323
2021-02-12,0,8,0,1511221,NOT_READY,Park Hotel R Werribee,center,144.6614036347,-37.9011767991
2021-02-13,6,8,0,1511190,NOT_READY,Aldi G Point Cook,center,144.7356233333,-37.8825216667
2021-02-13,4,8,0,1511191,NOT_READY,Cash Converters G Werribee,center,144.6614092517,-37.9007616667
2021-02-13,8,8,0,1511192,FULLNESS,General Practice R Werribee,center,144.66128,-37.900181
2021-02-13,2,8,0,1511193,NOT_READY,Wedge St Piazza G Werribee,center,144.6575503108,-37.9030024868
2021-02-13,0,8,0,1511194,NOT_READY,Ally Fashion G Point Cook,center,144.7354966667,-37.88338
2021-02-13,0,8,0,1511195,NOT_READY,Nandos G Point Cook,center,144.7351407368,-37.8832200529
2021-02-13,0,8,0,1511196,NOT_READY,Woolworths G Point Cook,center,144.7351416667,-37.8841133333
2021-02-13,0,8,0,1511197,NOT_READY,Ballan House G Werribee,center,144.6619166667,-37.9011583333
2021-02-13,10,8,0,1511198,ALERT,79 Watton St G Werribee,center,144.6611494901,-37.9013174858
2021-02-13,0,8,0,1511199,ALERT,Coles G Point Cook,center,144.7352828938,-37.8827389697
2021-02-13,6,8,0,1511200,NOT_READY,Watton Plaza G Werribee,center,144.6607366667,-37.9016183333
2021-02-13,4,8,0,1511201,NOT_READY,Commercial Hotel G Werribee,center,144.6603083333,-37.9020383333
2021-02-13,4,8,0,1511203,NOT_READY,Proven Training G Werribee,center,144.661445,-37.9000316667
2021-02-13,10,8,0,1511204,FULLNESS,Hockingstuart G Werribee,center,144.6619166667,-37.9006433333
2021-02-13,2,8,0,1511205,NOT_READY,Park Hotel G Werribee,center,144.6613755151,-37.9011926717
2021-02-13,0,8,0,1511206,NOT_READY,Watton Plaza R Werribee,center,144.6607583333,-37.901555
2021-02-13,0,8,0,1511207,NOT_READY,Commercial Hotel R Werribee,center,144.6602866667,-37.9020266667
2021-02-13,0,8,0,1511208,NOT_READY,Coles R Point Cook,center,144.735345,-37.8827266667
2021-02-13,2,8,0,1511209,NOT_READY,Bendigo Bank R Werribee,center,144.6602679348,-37.9018541015
2021-02-13,0,8,0,1511210,NOT_READY,Wedge St Piazza R Werribee,center,144.6575183333,-37.903025
2021-02-13,8,8,0,1511211,FULLNESS,Cash Converters R Werribee,center,144.6614327211,-37.9007198946
2021-02-13,0,8,0,1511212,NOT_READY,General Practice R Werribee,center,144.66128,-37.900181
2021-02-13,8,8,0,1511213,FULLNESS,79 Watton St R Werribee,center,144.6611613075,-37.9013126406
2021-02-13,0,8,0,1511214,NOT_READY,Ally Fashion R Point Cook,center,144.7354533333,-37.883445
2021-02-13,10,8,0,1511215,FULLNESS,Woolworths R Point Cook,center,144.7351335129,-37.884073105
2021-02-13,0,8,0,1511216,NOT_READY,Hockingstuart R Werribee,center,144.661874373,-37.9005884942
2021-02-13,0,8,0,1511217,NOT_READY,Ballan House R Werribee,center,144.6619360691,-37.901148703
2021-02-13,0,8,0,1511218,NOT_READY,Aldi R Point Cook,center,144.7356466667,-37.882425
2021-02-13,6,8,0,1511219,NOT_READY,Proven Training R Werribee,center,144.6614718221,-37.9000687209
2021-02-13,0,8,0,1511220,NOT_READY,Nandos R Point Cook,center,144.7352166667,-37.88323
2021-02-13,6,8,0,1511221,NOT_READY,Park Hotel R Werribee,center,144.6614036347,-37.9011767991
2021-02-14,4,8,0,1511220,NOT_READY,Nandos R Point Cook,center,144.7352166667,-37.88323
2021-02-14,8,8,0,1511221,FULLNESS,Park Hotel R Werribee,center,144.6614036347,-37.9011767991
2021-02-15,0,8,0,1511190,NOT_READY,Aldi G Point Cook,center,144.7356233333,-37.8825216667
2021-02-15,8,8,0,1511191,FULLNESS,Cash Converters G Werribee,center,144.6614092517,-37.9007616667
2021-02-15,8,8,0,1511192,FULLNESS,General Practice R Werribee,center,144.66128,-37.900181
2021-02-15,2,8,0,1511193,NOT_READY,Wedge St Piazza G Werribee,center,144.6575503108,-37.9030024868
2021-02-15,0,8,0,1511194,NOT_READY,Ally Fashion G Point Cook,center,144.7354966667,-37.88338
2021-02-15,0,8,0,1511195,NOT_READY,Nandos G Point Cook,center,144.7351407368,-37.8832200529
2021-02-15,0,8,0,1511196,NOT_READY,Woolworths G Point Cook,center,144.7351416667,-37.8841133333
2021-02-15,0,8,0,1511197,NOT_READY,Ballan House G Werribee,center,144.6619166667,-37.9011583333
2021-02-15,10,8,0,1511198,ALERT,79 Watton St G Werribee,center,144.6611494901,-37.9013174858
2021-02-15,0,8,0,1511199,ALERT,Coles G Point Cook,center,144.7352828938,-37.8827389697
2021-02-15,0,8,0,1511200,NOT_READY,Watton Plaza G Werribee,center,144.6607366667,-37.9016183333
2021-02-15,4,8,0,1511201,NOT_READY,Commercial Hotel G Werribee,center,144.6603083333,-37.9020383333
2021-02-15,6,8,0,1511203,NOT_READY,Proven Training G Werribee,center,144.661445,-37.9000316667
2021-02-15,0,8,0,1511204,NOT_READY,Hockingstuart G Werribee,center,144.6619166667,-37.9006433333
2021-02-15,4,8,0,1511205,NOT_READY,Park Hotel G Werribee,center,144.6613755151,-37.9011926717
2021-02-15,0,8,0,1511206,NOT_READY,Watton Plaza R Werribee,center,144.6607583333,-37.901555
2021-02-15,0,8,0,1511207,NOT_READY,Commercial Hotel R Werribee,center,144.6602866667,-37.9020266667
2021-02-15,6,8,0,1511208,NOT_READY,Coles R Point Cook,center,144.735345,-37.8827266667
2021-02-15,6,8,0,1511209,NOT_READY,Bendigo Bank R Werribee,center,144.6602679348,-37.9018541015
2021-02-15,10,8,0,1511210,FULLNESS,Wedge St Piazza R Werribee,center,144.6575183333,-37.903025
2021-02-15,0,8,0,1511211,NOT_READY,Cash Converters R Werribee,center,144.6614327211,-37.9007198946
2021-02-15,0,8,0,1511212,NOT_READY,General Practice R Werribee,center,144.66128,-37.900181
2021-02-15,8,8,0,1511213,FULLNESS,79 Watton St R Werribee,center,144.6611613075,-37.9013126406
2021-02-15,0,8,0,1511214,NOT_READY,Ally Fashion R Point Cook,center,144.7354533333,-37.883445
2021-02-15,0,8,0,1511215,ALERT,Woolworths R Point Cook,center,144.7351335129,-37.884073105
2021-02-15,2,8,0,1511216,NOT_READY,Hockingstuart R Werribee,center,144.661874373,-37.9005884942
2021-02-15,0,8,0,1511217,NOT_READY,Ballan House R Werribee,center,144.6619360691,-37.901148703
2021-02-15,10,8,0,1511218,FULLNESS,Aldi R Point Cook,center,144.7356466667,-37.882425
2021-02-15,8,8,0,1511219,FULLNESS,Proven Training R Werribee,center,144.6614718221,-37.9000687209
2021-02-15,4,8,0,1511220,NOT_READY,Nandos R Point Cook,center,144.7352166667,-37.88323
2021-02-15,0,8,0,1511221,NOT_READY,Park Hotel R Werribee,center,144.6614036347,-37.9011767991
2021-02-16,2,8,0,1511190,NOT_READY,Aldi G Point Cook,center,144.7356233333,-37.8825216667
2021-02-16,0,8,0,1511191,NOT_READY,Cash Converters G Werribee,center,144.6614092517,-37.9007616667
2021-02-16,0,8,0,1511192,NOT_READY,General Practice R Werribee,center,144.66128,-37.900181
2021-02-16,0,8,0,1511193,NOT_READY,Wedge St Piazza G Werribee,center,144.6575503108,-37.9030024868
2021-02-16,0,8,0,1511194,NOT_READY,Ally Fashion G Point Cook,center,144.7354966667,-37.88338
2021-02-16,0,8,0,1511195,NOT_READY,Nandos G Point Cook,center,144.7351407368,-37.8832200529
2021-02-16,0,8,0,1511196,NOT_READY,Woolworths G Point Cook,center,144.7351416667,-37.8841133333
2021-02-16,0,8,0,1511197,NOT_READY,Ballan House G Werribee,center,144.6619166667,-37.9011583333
2021-02-16,10,8,0,1511198,ALERT,79 Watton St G Werribee,center,144.6611494901,-37.9013174858
2021-02-16,0,8,0,1511199,ALERT,Coles G Point Cook,center,144.7352828938,-37.8827389697
2021-02-16,0,8,0,1511200,NOT_READY,Watton Plaza G Werribee,center,144.6607366667,-37.9016183333
2021-02-16,8,8,0,1511201,FULLNESS,Commercial Hotel G Werribee,center,144.6603083333,-37.9020383333
2021-02-16,4,8,0,1511203,ALERT,Proven Training G Werribee,center,144.661445,-37.9000316667
2021-02-16,0,8,0,1511204,NOT_READY,Hockingstuart G Werribee,center,144.6619166667,-37.9006433333
2021-02-16,4,8,0,1511205,NOT_READY,Park Hotel G Werribee,center,144.6613755151,-37.9011926717
2021-02-16,0,8,0,1511206,NOT_READY,Watton Plaza R Werribee,center,144.6607583333,-37.901555
2021-02-16,0,8,0,1511207,NOT_READY,Commercial Hotel R Werribee,center,144.6602866667,-37.9020266667
2021-02-16,8,8,0,1511208,FULLNESS,Coles R Point Cook,center,144.735345,-37.8827266667
2021-02-16,6,8,0,1511209,NOT_READY,Bendigo Bank R Werribee,center,144.6602679348,-37.9018541015
2021-02-16,0,8,0,1511210,NOT_READY,Wedge St Piazza R Werribee,center,144.6575183333,-37.903025
2021-02-16,0,8,0,1511211,NOT_READY,Cash Converters R Werribee,center,144.6614327211,-37.9007198946
2021-02-16,0,8,0,1511212,NOT_READY,General Practice R Werribee,center,144.66128,-37.900181
2021-02-16,0,8,0,1511213,NOT_READY,79 Watton St R Werribee,center,144.6611613075,-37.9013126406
2021-02-16,0,8,0,1511214,NOT_READY,Ally Fashion R Point Cook,center,144.7354533333,-37.883445
2021-02-16,0,8,0,1511215,ALERT,Woolworths R Point Cook,center,144.7351335129,-37.884073105
2021-02-16,2,8,0,1511216,NOT_READY,Hockingstuart R Werribee,center,144.661874373,-37.9005884942
2021-02-16,0,8,0,1511217,NOT_READY,Ballan House R Werribee,center,144.6619360691,-37.901148703
2021-02-16,0,8,0,1511218,NOT_READY,Aldi R Point Cook,center,144.7356466667,-37.882425
2021-02-16,0,8,0,1511219,NOT_READY,Proven Training R Werribee,center,144.6614718221,-37.9000687209
2021-02-16,8,8,0,1511220,FULLNESS,Nandos R Point Cook,center,144.7352166667,-37.88323
2021-02-16,6,8,0,1511221,NOT_READY,Park Hotel R Werribee,center,144.6614036347,-37.9011767991
2021-02-18,4,8,0,1511190,NOT_READY,Aldi G Point Cook,center,144.7356233333,-37.8825216667
2021-02-18,2,8,0,1511191,NOT_READY,Cash Converters G Werribee,center,144.6614092517,-37.9007616667
2021-02-18,4,8,0,1511192,NOT_READY,General Practice R Werribee,center,144.66128,-37.900181
2021-02-18,6,8,0,1511193,NOT_READY,Wedge St Piazza G Werribee,center,144.6575503108,-37.9030024868
2021-02-18,0,8,0,1511194,NOT_READY,Ally Fashion G Point Cook,center,144.7354966667,-37.88338
2021-02-18,0,8,0,1511195,ALERT,Nandos G Point Cook,center,144.7351407368,-37.8832200529
2021-02-18,6,8,0,1511196,NOT_READY,Woolworths G Point Cook,center,144.7351416667,-37.8841133333
2021-02-18,0,8,0,1511197,NOT_READY,Ballan House G Werribee,center,144.6619166667,-37.9011583333
2021-02-18,10,8,0,1511198,ALERT,79 Watton St G Werribee,center,144.6611494901,-37.9013174858
2021-02-18,0,8,0,1511199,ALERT,Coles G Point Cook,center,144.7352828938,-37.8827389697
2021-02-18,0,8,0,1511200,NOT_READY,Watton Plaza G Werribee,center,144.6607366667,-37.9016183333
2021-02-18,0,8,0,1511201,NOT_READY,Commercial Hotel G Werribee,center,144.6603083333,-37.9020383333
2021-02-18,0,8,0,1511203,NOT_READY,Proven Training G Werribee,center,144.661445,-37.9000316667
2021-02-18,0,8,0,1511204,NOT_READY,Hockingstuart G Werribee,center,144.6619166667,-37.9006433333
2021-02-18,8,8,0,1511205,FULLNESS,Park Hotel G Werribee,center,144.6613755151,-37.9011926717
2021-02-18,8,8,0,1511206,FULLNESS,Watton Plaza R Werribee,center,144.6607583333,-37.901555
2021-02-18,0,8,0,1511207,NOT_READY,Commercial Hotel R Werribee,center,144.6602866667,-37.9020266667
2021-02-18,0,8,0,1511208,NOT_READY,Coles R Point Cook,center,144.735345,-37.8827266667
2021-02-18,8,8,0,1511209,FULLNESS,Bendigo Bank R Werribee,center,144.6602679348,-37.9018541015
2021-02-18,8,8,0,1511210,FULLNESS,Wedge St Piazza R Werribee,center,144.6575183333,-37.903025
2021-02-18,4,8,0,1511211,NOT_READY,Cash Converters R Werribee,center,144.6614327211,-37.9007198946
2021-02-18,8,8,0,1511212,FULLNESS,General Practice R Werribee,center,144.66128,-37.900181
2021-02-18,8,8,0,1511213,FULLNESS,79 Watton St R Werribee,center,144.6611613075,-37.9013126406
2021-02-18,0,8,0,1511214,NOT_READY,Ally Fashion R Point Cook,center,144.7354533333,-37.883445
2021-02-18,0,8,0,1511215,ALERT,Woolworths R Point Cook,center,144.7351335129,-37.884073105
2021-02-18,4,8,0,1511216,NOT_READY,Hockingstuart R Werribee,center,144.661874373,-37.9005884942
2021-02-18,0,8,0,1511217,NOT_READY,Ballan House R Werribee,center,144.6619360691,-37.901148703
2021-02-18,4,8,0,1511218,NOT_READY,Aldi R Point Cook,center,144.7356466667,-37.882425
2021-02-18,4,8,0,1511219,NOT_READY,Proven Training R Werribee,center,144.6614718221,-37.9000687209
2021-02-18,4,8,0,1511220,NOT_READY,Nandos R Point Cook,center,144.7352166667,-37.88323
2021-02-18,8,8,0,1511221,FULLNESS,Park Hotel R Werribee,center,144.6614036347,-37.9011767991
2021-02-20,0,8,0,1511190,NOT_READY,Aldi G Point Cook,center,144.7356233333,-37.8825216667
